row_name,room,room_code,state,state_scope,locked_ev,locked_ev_status,locked_ev_source,practical_id,fixture,family,on,position_uu,position_status,position_source,colour_linear,colour_status,colour_source,intensity,intensity_units,intensity_status,intensity_source,red_reads,red_source,transition,sequence,sequence_status,source,note
COR.NIGHT.T-COR-1,CORRIDOR,COR,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,OPEN (the bible lists no tally under NIGHT; kills persist until re-patched),"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,OPEN,CAM 1 tally if any; his eye during a capture,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6)","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar; existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)"
COR.NIGHT.B-COR-1,CORRIDOR,COR,NIGHT,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,CAM 1 tally if any; his eye during a capture,CUT on the night flip (GameState.night_changed),,OPEN,"restoration-lighting-bible.md §STATES NIGHT; scripts/world_builder.gd 700-709 (reference flips on night_changed); Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0)","practicals off; exit signage, standby LEDs, phosphor spill, moonless windows; navigation by learned geography plus the grammar"
COR.CASCADE_1_C.P-COR-n,CORRIDOR,COR,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-COR-n,spaced tungsten fixtures with authored gaps (count OPEN 3.7-D),TUNGSTEN,OPEN (zone C membership not in canon),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.7.3 proposes (0, -500, 290), (0, -750, 290), (0, -1000, 290) with the middle socket empty",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-lighting-bible.md §UE5 TECHNICALS 'CORRIDORS spaced tungsten with authored gaps (the gaps are content)'; restoration-room-bible.md CORRIDOR,"stage 1: circuit C's zone dies ('the stage end of the building drops dark'); B-R2: loses one bulb per casualty, never replaced [restoration-reaction-matrix.md line 20]; the owner must set bulb count against the casualty count so the floor always resolves (darkness-as-content is banned [restoration-dread-doctrine.md ANTI-CREEP])"
COR.CASCADE_1_C.T-COR-1,CORRIDOR,COR,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,OPEN,"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6)",stage 1: circuit C's zone dies ('the stage end of the building drops dark'); existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)
COR.CASCADE_1_C.B-COR-1,CORRIDOR,COR,CASCADE_1_C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at cascade start; relights in panel order (B before C),,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 21-24; Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0)",stage 1: circuit C's zone dies ('the stage end of the building drops dark')
COR.CASCADE_2_B.P-COR-n,CORRIDOR,COR,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-COR-n,spaced tungsten fixtures with authored gaps (count OPEN 3.7-D),TUNGSTEN,OPEN (zone B membership not in canon),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.7.3 proposes (0, -500, 290), (0, -750, 290), (0, -1000, 290) with the middle socket empty",,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-lighting-bible.md §UE5 TECHNICALS 'CORRIDORS spaced tungsten with authored gaps (the gaps are content)'; restoration-room-bible.md CORRIDOR,"stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; B-R2: loses one bulb per casualty, never replaced [restoration-reaction-matrix.md line 20]; the owner must set bulb count against the casualty count so the floor always resolves (darkness-as-content is banned [restoration-dread-doctrine.md ANTI-CREEP])"
COR.CASCADE_2_B.T-COR-1,CORRIDOR,COR,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,OPEN,"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers; existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)"
COR.CASCADE_2_B.B-COR-1,CORRIDOR,COR,CASCADE_2_B,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,zone membership unknown,CUT at +20.0 s after stage 1 (STAND-IN: cascade.gd 25-31 waits 4.0 + 16.0 s); restore = ordered relight B then C,,OPEN,"restoration-lighting-bible.md §STATES CASCADE; scripts/cascade.gd 25-41; scripts/patchbay_console.gd 52-60; Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0)","stage 2: circuit B's zone follows ('the dark is administrative now'); the panel in the patch bay restores B then C, relighting in order; circuit F never flickers"
COR.CROSSING.P-COR-n,CORRIDOR,COR,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-COR-n,spaced tungsten fixtures with authored gaps (count OPEN 3.7-D),TUNGSTEN,OPEN (runs inside the final break; canon states only the glow under doors and his dark eye),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.7.3 proposes (0, -500, 290), (0, -750, 290), (0, -1000, 290) with the middle socket empty",,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-lighting-bible.md §UE5 TECHNICALS 'CORRIDORS spaced tungsten with authored gaps (the gaps are content)'; restoration-room-bible.md CORRIDOR","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; B-R2: loses one bulb per casualty, never replaced [restoration-reaction-matrix.md line 20]; the owner must set bulb count against the casualty count so the floor always resolves (darkness-as-content is banned [restoration-dread-doctrine.md ANTI-CREEP])"
COR.CROSSING.T-COR-1,CORRIDOR,COR,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,OPEN,"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s; existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)"
COR.CROSSING.B-COR-1,CORRIDOR,COR,CROSSING,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,,none stated (runs inside the final break),,OPEN,"restoration-lighting-bible.md §STATES THE CROSSING; restoration-after-fire-chum.md §THE LAST CROSSING; Data/Doors.csv (MC-CONTROL, CONTROL-PATCH BAY, PATCH BAY-STUDIO A); Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0)","his eye dark (the one time red abandons the player, stated in text); the sign-off's glow leaking under doors along the broadcast path MC -> CTL -> PB -> STA little door, 75 s"
COR.SIGNOFF_4C.P-COR-n,CORRIDOR,COR,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-COR-n,spaced tungsten fixtures with authored gaps (count OPEN 3.7-D),TUNGSTEN,OFF,,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.7.3 proposes (0, -500, 290), (0, -750, 290), (0, -1000, 290) with the middle socket empty",,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-lighting-bible.md §UE5 TECHNICALS 'CORRIDORS spaced tungsten with authored gaps (the gaps are content)'; restoration-room-bible.md CORRIDOR; restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour),"the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; walked between REC and LIB on Day 1 but not named — OPEN 3.7-A whether it goes with LIB or REC; B-R2: loses one bulb per casualty, never replaced [restoration-reaction-matrix.md line 20]; the owner must set bulb count against the casualty count so the floor always resolves (darkness-as-content is banned [restoration-dread-doctrine.md ANTI-CREEP])"
COR.SIGNOFF_4C.T-COR-1,CORRIDOR,COR,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,OFF,"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6); restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; walked between REC and LIB on Day 1 but not named — OPEN 3.7-A whether it goes with LIB or REC; existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)"
COR.SIGNOFF_4C.B-COR-1,CORRIDOR,COR,SIGNOFF_4C,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,all lights to black,"CUT per room, in sequence",,OPEN,"restoration-lighting-bible.md §STATES 4c; restoration-casualty-ledger.md L2 ENDINGS; scripts/hud.gd 481-484; restoration-player-routing.md Day 1 spine; Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0); restoration-lighting-bible.md §STATES 4c (room not on the Day 1 tour)","the reverse-tour blackout: every light in the building goes down room by room in reverse order of the Day 1 tour, entry last, then the tower light, then nothing, as rest; walked between REC and LIB on Day 1 but not named — OPEN 3.7-A whether it goes with LIB or REC"
COR.NIGHT1_TRIP.P-COR-n,CORRIDOR,COR,NIGHT1_TRIP,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-COR-n,spaced tungsten fixtures with authored gaps (count OPEN 3.7-D),TUNGSTEN,OPEN (reference: unchanged),,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.7.3 proposes (0, -500, 290), (0, -750, 290), (0, -1000, 290) with the middle socket empty",,OPEN,,,,OPEN,,NO,red -> none,instant,,OPEN,scripts/night_trip.gd 13-27; Data/GameText.csv 511-513; restoration-lighting-bible.md §UE5 TECHNICALS 'CORRIDORS spaced tungsten with authored gaps (the gaps are content)'; restoration-room-bible.md CORRIDOR,"once per save, 20 s into a night: 'A breaker lets go somewhere below. A feed drops off the board.' — CAM 1 (rig 0) killed; its tally (if any) dies; whether the corridor's own practicals are on that breaker is OPEN (the reference dims nothing here); B-R2: loses one bulb per casualty, never replaced [restoration-reaction-matrix.md line 20]; the owner must set bulb count against the casualty count so the floor always resolves (darkness-as-content is banned [restoration-dread-doctrine.md ANTI-CREEP])"
COR.NIGHT1_TRIP.T-COR-1,CORRIDOR,COR,NIGHT1_TRIP,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,OFF (killed; persists until re-patched),"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,NO,red -> none,instant,,OPEN,"scripts/night_trip.gd 13-27; Data/GameText.csv 511-513; restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6)","once per save, 20 s into a night: 'A breaker lets go somewhere below. A feed drops off the board.' — CAM 1 (rig 0) killed; its tally (if any) dies; whether the corridor's own practicals are on that breaker is OPEN (the reference dims nothing here); existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)"
COR.NIGHT1_TRIP.B-COR-1,CORRIDOR,COR,NIGHT1_TRIP,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,NO,red -> none,instant,,OPEN,"scripts/night_trip.gd 13-27; Data/GameText.csv 511-513; Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0)","once per save, 20 s into a night: 'A breaker lets go somewhere below. A feed drops off the board.' — CAM 1 (rig 0) killed; its tally (if any) dies; whether the corridor's own practicals are on that breaker is OPEN (the reference dims nothing here)"
COR.CASUALTY_BR2.P-COR-n,CORRIDOR,COR,CASUALTY_BR2,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-COR-n,spaced tungsten fixtures with authored gaps (count OPEN 3.7-D),TUNGSTEN,DEAD x casualties,,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.7.3 proposes (0, -500, 290), (0, -750, 290), (0, -1000, 290) with the middle socket empty",,OPEN,,,,OPEN,,OPEN,,CUT at the casualty toast,,OPEN,"restoration-reaction-matrix.md line 20 'corridor practicals lose one bulb per casualty, never replaced (QUEUE B-R2: the lighting bible's grief)'; restoration-casualty-ledger.md; restoration-lighting-bible.md §UE5 TECHNICALS 'CORRIDORS spaced tungsten with authored gaps (the gaps are content)'; restoration-room-bible.md CORRIDOR","one corridor bulb out per casualty, never replaced — up to ten authored states from the casualty ledger's board; order of loss OPEN; B-R2: loses one bulb per casualty, never replaced [restoration-reaction-matrix.md line 20]; the owner must set bulb count against the casualty count so the floor always resolves (darkness-as-content is banned [restoration-dread-doctrine.md ANTI-CREEP])"
COR.CASUALTY_BR2.T-COR-1,CORRIDOR,COR,CASUALTY_BR2,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,T-COR-1,CAM 1's tally lamp (if one exists),RED_TALLY,unchanged,"0,-1060,240",STAND-IN,Data/Monitors.csv row 1 cam_pos,,OPEN,,,,OPEN,,OPEN,,CUT at the casualty toast,,OPEN,"restoration-reaction-matrix.md line 20 'corridor practicals lose one bulb per casualty, never replaced (QUEUE B-R2: the lighting bible's grief)'; restoration-casualty-ledger.md; restoration-room-inventory.md §GLOBAL Camera mounts + tally lamps (shape-coded); Data/Monitors.csv row 1 cam_pos (0, 2.4, -10.6)","one corridor bulb out per casualty, never replaced — up to ten authored states from the casualty ledger's board; order of loss OPEN; existence OPEN 0-I [ROOM-BRIEFS-3.6-3.10.md §0]; camera one is the reference's rig 0 (killed on Night 1's trip)"
COR.CASUALTY_BR2.B-COR-1,CORRIDOR,COR,CASUALTY_BR2,ROOM,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,B-COR-1,borrowed: REC amber through the +Y gap; library cool through the -Y gap,BORROWED,FOLLOWS SOURCE,,OPEN,,,OPEN,,,,OPEN,,OPEN,,CUT at the casualty toast,,OPEN,"restoration-reaction-matrix.md line 20 'corridor practicals lose one bulb per casualty, never replaced (QUEUE B-R2: the lighting bible's grief)'; restoration-casualty-ledger.md; Data/Doors.csv REC ROOM-CORRIDOR (0, -4.0), CORRIDOR-TAPE LIBRARY (0, -11.0)","one corridor bulb out per casualty, never replaced — up to ten authored states from the casualty ledger's board; order of loss OPEN"
COR.*.G-COR-0,CORRIDOR,COR,*,REFERENCE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,G-COR-0,greybox stand-in PointLight (delete at P3 when real practicals land),STAND-IN,STAND-IN (not a state; delete or recolour per note),"0,-750,275",STAND-IN,"ue/pyscripts/build_greybox.py 124 (cx, cy, 275)","0.95,0.72,0.45",STAND-IN,ue/pyscripts/build_greybox.py 129; scripts/world_builder.gd 165,9.0,cd (UE) / 0.5 Godot light_energy,STAND-IN,ue/pyscripts/build_greybox.py 126-128; scripts/world_builder.gd 166,N/A,,,,OPEN,"ue/pyscripts/build_greybox.py 122-130 (PointLight at (cx, cy, 275), no shadows, attenuation 0.75 x max(w,d) x 100); SkyLight 0.12 at 176-177","one dim practical per room, 'Merle keeps the lights on. Barely.' [scripts/world_builder.gd 161-170]; not canon"
LIB.DAY_ON_AIR.P-LIB-1,TAPE LIBRARY,LIB,DAY_ON_AIR,SCHEDULE,,OPEN,no EV value exists in canon [ROOM-BRIEFS-3.1-3.5.md §0.2 Numbers]; see GLOBAL.*.RULE-EXPOSURE,P-LIB-1,stack-end lamps (one per stack; count OPEN),COOL,ON,,OPEN,"ROOM-BRIEFS-3.6-3.10.md 3.8.3 proposes four at (+/-170, -1341, 200) and (+/-170, -1859, 200)",,OPEN,,,,OPEN,,OPEN,CAM 2 tally if it exists (OPEN 0-I),"CUT with the schedule (ON AIR 50.0 s, Data/Timings.csv broadcast.gd)",,OPEN,"restoration-lighting-bible.md §STATES DAY, ON AIR; §UE5 TECHNICALS transitions CUT; restoration-room-bible.md TAPE LIBRARY 'Cool practicals, stack-end lamps'",full practicals plus every tally lit; the safest the world ever looks; colour family 'cool' only; no kelvin in canon
